Date,Open,High,Low,Close,Adj Close,Volume
1992-09-01,9.204545,9.431818,9.090909,9.318182,1.057315,282920
1992-10-01,9.318182,9.431818,8.863636,9.318182,1.057315,258170
1992-11-01,9.204545,9.318182,9.090909,9.090909,1.057642,110880
1992-12-01,9.204545,9.659091,8.977273,9.090909,1.057642,552090
1993-01-01,9.090909,9.772727,8.863636,9.659091,1.152194,1356740
1993-02-01,9.772727,10.454545,9.545455,10.000000,1.192860,534820
1993-03-01,10.000000,12.045455,10.000000,12.045455,1.436854,993080
1993-04-01,11.704545,11.818182,11.022727,11.477273,1.397308,497420
1993-05-01,11.363636,11.477273,10.568182,10.795455,1.314298,369710
1993-06-01,10.795455,11.590909,10.454545,11.590909,1.411140,458040
1993-07-01,11.590909,11.704545,11.136364,11.590909,1.439939,517880
1993-08-01,11.477273,12.045455,11.022727,11.818182,1.468175,787270
1993-09-01,11.931818,12.840909,11.931818,12.727273,1.581111,675400
1993-10-01,12.727273,13.068182,11.931818,12.272727,1.552365,623260
1993-11-01,12.272727,12.386364,11.477273,11.590909,1.466120,470360
1993-12-01,11.590909,12.045455,11.136364,11.704545,1.480493,618420
1994-01-01,11.704545,12.159091,11.477273,12.045455,1.556252,835230
1994-02-01,12.159091,12.159091,11.250000,11.931818,1.541570,473220
1994-03-01,11.931818,12.840909,11.818182,12.045455,1.556252,2425060
1994-04-01,11.818182,12.727273,11.818182,12.045455,1.587715,948420
1994-05-01,12.045455,13.068182,11.931818,12.727273,1.677585,1142020
1994-06-01,12.840909,13.750000,12.159091,12.159091,1.602693,1134430
1994-07-01,12.386364,13.068182,12.272727,12.954545,1.740819,1410420
1994-08-01,13.068182,13.068182,12.386364,12.727273,1.710278,1061280
1994-09-01,12.727273,12.840909,12.272727,12.386364,1.664466,606210
1994-10-01,12.386364,12.500000,11.477273,11.704545,1.604057,445940
1994-11-01,11.704545,12.159091,10.795455,11.022727,1.510618,522390
1994-12-01,11.022727,12.727273,10.909091,12.045455,1.650779,536140
1995-01-01,12.045455,12.159091,11.363636,11.590909,1.623030,473330
1995-02-01,11.704545,11.818182,11.363636,11.590909,1.623030,868670
1995-03-01,11.590909,12.500000,11.477273,12.045455,1.686679,1152360
1995-04-01,11.931818,12.045455,11.477273,11.818182,1.691883,664180
1995-05-01,11.818182,12.272727,11.590909,11.704545,1.675615,2123440
1995-06-01,11.704545,12.500000,11.477273,11.931818,1.708153,1594890
1995-07-01,11.931818,13.068182,11.931818,12.727273,1.862799,1187890
1995-08-01,12.840909,13.181818,12.613636,12.954545,1.896063,888250
1995-09-01,12.954545,13.977273,12.840909,13.068182,1.912697,935440
1995-10-01,13.068182,13.522727,12.727273,13.181818,1.970715,1013210
1995-11-01,13.181818,13.522727,12.840909,13.522727,2.021680,616000
1995-12-01,13.522727,14.090909,13.295455,13.636364,2.038669,1426810
1996-01-01,13.636364,15.681818,13.522727,14.886364,2.272487,1309220
1996-02-01,14.886364,15.227273,14.772727,15.000000,2.289834,623260
1996-03-01,14.886364,15.340909,14.431818,14.772727,2.255139,812790
1996-04-01,14.772727,14.886364,13.750000,13.863636,2.156926,1101540
1996-05-01,13.977273,14.659091,13.522727,14.545455,2.263003,1341560
1996-06-01,14.431818,15.113636,14.431818,15.000000,2.333723,820820
1996-07-01,14.886364,15.113636,14.431818,14.886364,2.364398,950510
1996-08-01,14.886364,15.681818,14.659091,14.772727,2.346349,1241240
1996-09-01,14.772727,15.454545,14.545455,14.886364,2.364398,1064360
1996-10-01,15.000000,15.454545,14.772727,15.454545,2.505500,1393040
1996-11-01,15.454545,16.022726,15.454545,15.568182,2.523922,1203840
1996-12-01,15.681818,17.159092,15.681818,16.818182,2.726574,1282600
1997-01-01,16.704544,16.704544,16.022726,16.477274,2.720637,1291730
1997-02-01,16.477274,16.931818,15.909091,16.022726,2.645586,1062270
1997-03-01,16.022726,16.136364,15.113636,15.113636,2.495482,1328690
1997-04-01,15.113636,15.909091,14.659091,15.227273,2.565557,1093620
1997-05-01,15.340909,16.590908,15.113636,16.136364,2.718724,1772320
1997-06-01,16.022726,16.477274,15.909091,16.477274,2.776161,1735470
1997-07-01,16.534092,17.556818,16.363636,17.159092,2.950875,1858890
1997-08-01,17.159092,17.272726,16.647726,17.159092,2.950875,1046760
1997-09-01,17.272726,17.443182,16.931818,17.272726,2.970415,2735920
1997-10-01,17.272726,18.863636,17.045456,18.409092,3.227436,1325500
1997-11-01,18.181818,18.750000,17.784092,18.579544,3.257318,1313950
1997-12-01,18.693182,19.545456,18.295456,18.863636,3.307125,1590050
1998-01-01,19.090908,19.943182,18.181818,18.409092,3.284009,1696420
1998-02-01,18.409092,18.920456,17.500000,18.863636,3.365098,1925880
1998-03-01,18.750000,18.863636,17.215908,17.556818,3.131972,1965040
1998-04-01,17.670456,18.125000,16.363636,17.840908,3.240523,2523180
1998-05-01,17.840908,18.465908,17.386364,18.352274,3.333405,2355430
1998-06-01,18.352274,18.352274,16.363636,16.931818,3.075401,1742620
1998-07-01,16.988636,17.272726,15.625000,16.250000,3.011599,2050400
1998-08-01,16.022726,16.704544,15.113636,15.170455,2.811528,1634710
1998-09-01,15.113636,16.363636,14.772727,15.170455,2.811528,1763850
1998-10-01,17.000000,17.500000,15.750000,17.125000,3.245581,1545000
1998-11-01,17.312500,17.625000,16.437500,16.750000,3.174509,1260600
1998-12-01,16.875000,18.000000,15.562500,16.625000,3.150816,1363600
1999-01-01,16.687500,17.125000,15.500000,15.812500,3.065642,1388600
1999-02-01,15.562500,15.750000,12.375000,12.500000,2.423433,4983100
1999-03-01,12.625000,12.625000,10.562500,12.125000,2.350731,4121800
1999-04-01,12.125000,13.937500,10.750000,13.437500,2.693654,2537700
1999-05-01,13.500000,13.687500,12.750000,13.437500,2.693654,2038500
1999-06-01,13.437500,13.875000,12.000000,13.000000,2.605956,2310100
1999-07-01,13.062500,13.312500,12.250000,12.312500,2.542271,1438700
1999-08-01,12.187500,12.500000,10.875000,11.187500,2.309982,1984200
1999-09-01,11.250000,12.062500,10.625000,10.625000,2.193838,1911400
1999-10-01,10.625000,10.875000,9.750000,10.625000,2.272169,2029900
1999-11-01,10.625000,10.687500,9.437500,9.687500,2.071684,2140300
1999-12-01,9.562500,9.625000,7.750000,8.437500,1.804370,4404300
2000-01-01,8.562500,9.375000,7.125000,7.250000,1.619153,3473100
