Date,Open,High,Low,Close,Adj Close,Volume
1994-08-01,2.466316,2.482981,2.382995,2.449652,0.329024,14129758
1994-09-01,2.466316,2.466316,2.266345,2.316338,0.311118,7860366
1994-10-01,2.299673,2.432988,2.199688,2.432988,0.326786,4814184
1994-11-01,2.416324,2.432988,2.199688,2.249681,0.302165,4653663
1994-12-01,2.249681,2.333002,2.166359,2.299673,0.313974,3944059
1995-01-01,2.316338,2.416324,2.283009,2.382995,0.325350,3860798
1995-02-01,2.349666,2.466316,2.333002,2.399659,0.327625,3676272
1995-03-01,2.432988,2.499645,2.366331,2.432988,0.340071,4544147
1995-04-01,2.449652,2.499645,2.382995,2.482981,0.347058,3689775
1995-05-01,2.482981,2.599631,2.416324,2.449652,0.342400,6619690
1995-06-01,2.432988,2.699617,2.416324,2.666288,0.381232,6059362
1995-07-01,2.699617,2.782938,2.616295,2.699617,0.385997,3777536
1995-08-01,2.699617,2.799602,2.599631,2.732945,0.390763,4195347
1995-09-01,2.732945,2.832931,2.716281,2.766274,0.403909,3583261
1995-10-01,2.782938,2.782938,2.582967,2.682952,0.391743,2575866
1995-11-01,2.716281,2.766274,2.399659,2.549638,0.372278,3039433
1995-12-01,2.516309,2.682952,2.516309,2.582967,0.384985,13169620
1996-01-01,2.599631,2.816267,2.582967,2.782938,0.414791,7293285
1996-02-01,2.782938,2.782938,2.682952,2.749610,0.409823,5380514
1996-03-01,2.732945,2.782938,2.666288,2.782938,0.423518,4069327
1996-04-01,2.749610,2.799602,2.666288,2.799602,0.426054,3756532
1996-05-01,2.799602,2.799602,2.632959,2.666288,0.405765,5662555
1996-06-01,2.666288,2.682952,2.449652,2.499645,0.388409,9080038
1996-07-01,2.516309,2.649624,2.449652,2.649624,0.411713,6416413
1996-08-01,2.649624,2.849595,2.599631,2.732945,0.424660,8581966
1996-09-01,2.732945,2.932917,2.699617,2.799602,0.444344,5928841
1996-10-01,2.816267,3.166217,2.816267,3.099560,0.491952,7622583
1996-11-01,3.132888,3.366189,3.032903,3.299531,0.523691,9311071
1996-12-01,3.332860,3.782796,3.266203,3.766132,0.608698,7183021
1997-01-01,3.732803,3.732803,3.399517,3.582825,0.579071,9977916
1997-02-01,3.582825,4.066089,3.449510,3.866118,0.624858,36170134
1997-03-01,3.866118,3.932775,3.749468,3.882782,0.638375,10917800
1997-04-01,3.866118,3.966103,3.466174,3.699475,0.608237,17097177
1997-05-01,3.682810,3.782796,3.632817,3.716139,0.610977,7871617
1997-06-01,3.699475,3.849453,3.649482,3.766132,0.629584,8233170
1997-07-01,3.766132,4.291057,3.749468,4.266061,0.713157,11809677
1997-08-01,4.299389,4.399375,4.057757,4.324386,0.722908,9449091
1997-09-01,4.332718,4.824315,4.299389,4.815983,0.816788,10261457
1997-10-01,4.799318,5.065947,4.266061,4.724329,0.801244,39388846
1997-11-01,4.732661,5.015954,4.366047,4.715997,0.799831,21505556
1997-12-01,4.699333,4.924301,4.466032,4.899304,0.841250,17512735
1998-01-01,4.899304,5.082612,4.782654,4.949297,0.849834,23464832
1998-02-01,4.965962,5.065947,4.749326,4.857644,0.834096,15606717
1998-03-01,4.865976,5.149269,4.566018,5.132605,0.894695,24275697
1998-04-01,5.115940,5.249255,4.874308,4.982626,0.868552,14897866
1998-05-01,4.982626,5.215926,4.865976,5.199262,0.906315,19755554
