Date,Open,High,Low,Close,Adj Close,Volume
1998-09-01,8.250000,10.500000,6.687500,9.625000,6.446377,4646300
1998-10-01,9.625000,13.375000,6.000000,12.875000,8.623074,4878500
1998-11-01,12.937500,13.625000,9.875000,13.437500,8.999811,1814900
1998-12-01,13.250000,23.500000,12.625000,23.500000,15.739204,4257100
1999-01-01,23.000000,23.500000,19.250000,21.625000,14.483414,2044300
1999-02-01,21.625000,23.125000,17.000000,17.000000,11.385809,1308200
1999-03-01,17.000000,21.500000,16.625000,18.000000,12.055561,4856800
1999-04-01,18.062500,19.562500,16.375000,19.125000,12.809032,3382400
1999-05-01,19.125000,21.500000,17.125000,20.125000,13.478789,25302400
1999-06-01,19.812500,21.062500,16.875000,20.812500,13.939239,8644500
1999-07-01,20.812500,25.500000,19.312500,21.062500,14.106677,8600700
1999-08-01,21.250000,23.750000,14.875000,15.125000,10.130020,7095500
1999-09-01,15.687500,21.250000,14.687500,18.718750,12.536946,10737300
1999-10-01,18.812500,20.687500,15.437500,19.250000,12.892754,9120800
1999-11-01,19.500000,23.937500,17.875000,21.062500,14.106677,23632100
1999-12-01,21.125000,33.500000,19.750000,32.125000,21.515829,21709200
2000-01-01,31.687500,35.625000,28.187500,31.625000,21.180948,24209400
2000-02-01,31.437500,40.125000,30.250000,32.250000,21.599546,33595700
2000-03-01,33.125000,44.750000,32.375000,37.875000,25.366909,57160400
2000-04-01,38.250000,40.375000,29.250000,38.375000,25.701784,20293000
2000-05-01,38.812500,39.000000,23.062500,26.187500,17.539169,22274300
2000-06-01,27.000000,39.375000,26.500000,36.500000,24.445999,19845100
2000-07-01,35.875000,39.687500,28.625000,34.000000,22.771618,29883300
2000-08-01,34.125000,38.750000,33.250000,34.687500,23.232075,17751200
2000-09-01,35.000000,35.000000,24.500000,31.062500,20.804213,28078000
2000-10-01,31.062500,31.437500,21.375000,30.312500,20.301895,21445000
2000-11-01,29.531250,32.250000,23.062500,23.812500,15.948503,19175300
2000-12-01,24.437500,29.375000,21.812500,27.062500,18.125200,21467800
2001-01-01,27.125000,30.125000,24.187500,27.937500,18.711231,34833800
2001-02-01,28.187500,28.937500,22.625000,25.125000,16.827551,24990200
2001-03-01,25.000000,25.562500,13.875000,14.812500,9.920719,37176500
2001-04-01,15.000000,25.760000,11.187500,24.490000,16.402266,26408800
2001-05-01,24.500000,24.500000,15.750000,16.600000,11.117908,17194300
2001-06-01,16.500000,16.840000,13.200000,16.400000,10.983957,16197300
2001-07-01,16.150000,16.150000,9.600000,9.750000,6.530096,19263400
2001-08-01,9.750000,10.600000,7.400000,10.190000,6.824787,38532300
2001-09-01,10.190000,10.190000,7.400000,9.000000,6.027781,15826200
2001-10-01,8.900000,12.500000,8.140000,11.700000,7.836111,28242100
2001-11-01,11.700000,12.350000,9.900000,10.890000,7.293614,25730400
2001-12-01,10.600000,11.200000,8.900000,10.680000,7.152966,25283800
2002-01-01,10.700000,11.550000,5.900000,7.270000,4.869105,53907300
2002-02-01,7.220000,7.680000,5.100000,6.210000,4.159169,26509500
2002-03-01,6.400000,10.040000,6.220000,6.610000,4.427071,35385800
2002-04-01,6.650000,7.300000,5.230000,7.300000,4.889200,40238800
2002-05-01,7.250000,7.260000,4.050000,4.500000,3.013890,47777200
2002-06-01,4.450000,4.600000,3.620000,3.930000,2.632131,47345500
2002-07-01,3.940000,4.050000,2.260000,2.300000,1.540433,34177300
2002-08-01,2.350000,2.500000,1.000000,2.300000,1.540433,56687600
2002-09-01,2.300000,2.740000,1.860000,2.170000,1.453365,14718200
2002-10-01,2.170000,3.590000,1.680000,3.500000,2.344137,17639100
2002-11-01,3.480000,4.100000,2.950000,3.960000,2.652224,20632600
2002-12-01,4.050000,4.380000,3.050000,3.750000,2.511575,23325400
2003-01-01,3.800000,4.900000,3.160000,3.950000,2.645526,17924300
2003-02-01,4.000000,4.250000,3.210000,3.880000,2.598643,16338300
2003-03-01,3.950000,5.750000,3.800000,5.500000,3.683643,21872100
2003-04-01,5.530000,6.630000,5.250000,6.370000,4.266328,14562000
2003-05-01,6.370000,8.560000,6.090000,8.330000,5.579047,20765600
2003-06-01,8.600000,9.000000,7.210000,7.770000,5.203983,44310200
2003-07-01,7.750000,10.410000,7.700000,9.900000,6.630556,49922900
2003-08-01,10.100000,10.970000,9.470000,10.750000,7.199847,39285200
2003-09-01,10.750000,11.050000,9.000000,9.410000,6.302380,33308600
2003-10-01,9.440000,13.100000,9.350000,12.660000,8.479076,37424200
2003-11-01,12.600000,13.030000,11.400000,12.410000,8.311641,18266100
2003-12-01,12.480000,12.800000,10.800000,11.030000,7.387378,22578900
2004-01-01,11.020000,13.230000,10.900000,12.400000,8.304944,46770500
2004-02-01,12.300000,12.980000,11.350000,12.050000,8.070531,30593800
2004-03-01,12.200000,13.860000,11.750000,12.630000,8.458984,37895300
2004-04-01,12.620000,15.800000,12.510000,13.950000,9.343060,32587900
2004-05-01,14.250000,15.050000,12.990000,14.730000,9.865467,22468800
2004-06-01,14.600000,17.100000,13.660000,14.750000,9.878860,46098200
2004-07-01,14.760000,15.240000,12.550000,14.120000,9.456919,35901000
2004-08-01,14.100000,14.450000,12.650000,14.310000,9.584173,26093900
2004-09-01,14.210000,15.040000,14.050000,14.880000,9.965932,18736500
2004-10-01,14.950000,15.850000,14.600000,15.310000,10.253922,24996600
2004-11-01,15.250000,17.000000,15.000000,16.879999,11.305437,30887000
2004-12-01,16.879999,17.549999,15.930000,16.639999,11.144697,26493900
2005-01-01,16.629999,17.520000,15.940000,16.400000,10.983957,23672600
2005-02-01,16.400000,16.879999,15.500000,16.340000,10.943773,23971500
2005-03-01,16.340000,16.650000,15.400000,16.059999,10.756237,25843900
2005-04-01,16.059999,16.900000,15.710000,16.129999,10.803121,22055500
2005-05-01,16.129999,17.969999,16.000000,17.780001,11.908213,22046200
2005-06-01,17.770000,20.750000,17.700001,20.320000,13.609389,35775300
2005-07-01,20.320000,22.500000,19.809999,21.760000,14.573833,25292400
2005-08-01,21.760000,24.879999,21.309999,24.760000,16.583094,25302400
2005-09-01,24.809999,25.430000,23.059999,24.629999,16.496029,25424000
2005-10-01,24.650000,24.969999,23.469999,24.520000,16.422356,28126100
2005-11-01,24.590000,29.200001,24.590000,27.400000,18.351244,41797000
2005-12-01,27.420000,27.920000,26.600000,26.910000,18.023066,23390400
2006-01-01,26.910000,31.700001,26.410000,31.629999,21.184296,24945100
2006-02-01,31.629999,32.770000,29.160000,31.350000,20.996773,21122200
2006-03-01,31.350000,31.389999,27.830000,28.350000,18.987507,29908100
2006-04-01,28.250000,33.810001,27.450001,33.650002,22.537201,26239100
2006-05-01,33.650002,34.930000,31.059999,31.770000,21.278063,31646700
2006-06-01,31.559999,34.610001,29.290001,34.540001,23.133282,38631300
2006-07-01,34.790001,35.490002,32.520000,35.230000,23.595417,31349500
2006-08-01,35.230000,35.830002,32.230000,34.360001,23.012728,23493100
2006-09-01,34.840000,35.630001,33.580002,35.240002,23.602110,14717700
2006-10-01,35.099998,35.110001,32.680000,33.650002,22.537201,35641400
2006-11-01,33.730000,35.290001,32.310001,34.459999,23.079708,22254800
2006-12-01,34.549999,34.919998,31.840000,32.299999,21.633028,17978600
2007-01-01,32.490002,37.320000,31.139999,35.160000,23.548529,40691700
2007-02-01,35.189999,35.799999,32.290001,32.709999,21.907629,29247800
2007-03-01,32.200001,34.580002,30.420000,32.130001,21.519176,38543400
2007-04-01,32.110001,35.349998,32.000000,34.340000,22.999331,28804600
2007-05-01,34.380001,37.000000,33.520000,36.820000,24.660326,33146800
2007-06-01,36.990002,37.689999,33.740002,36.270000,24.291958,53218200
2007-07-01,36.299999,38.810001,35.389999,36.250000,24.278564,41714800
