Date,Dividends
2007-10-04,3.300000
2011-09-30,1.000000
2012-10-08,1.500000
2013-10-04,1.500000
2016-09-30,0.600000
2017-06-02,0.600000
2018-05-15,0.700000
2019-05-24,0.850000
2021-10-21,0.750000
