Date,Dividends
2007-05-28,3414.750000
2007-11-27,3461.750000
2010-05-27,1317.000000
2010-11-26,1375.000000
2011-05-27,1550.000000
2011-11-28,1574.000000
2012-05-29,1550.000000
2012-11-28,1560.000000
2013-05-29,1640.000000
2013-11-27,1654.000000
2014-05-28,1670.000000
2014-11-26,1703.000000
2015-05-27,1742.000000
2015-11-26,1719.000000
2016-05-27,1808.000000
2016-11-28,1884.000000
2017-05-29,2017.000000
2017-11-28,2054.000000
2018-05-29,2300.000000
2018-11-28,2350.000000
2019-05-29,2425.000000
2019-11-28,2500.000000
2020-05-28,2550.000000
2020-11-27,2680.000000
2021-05-28,2800.000000
2021-11-29,2890.000000
2022-05-30,3050.000000
2022-11-29,3130.000000
2023-05-30,3160.000000
2023-11-29,3300.000000
2024-05-30,3380.000000
