Date,Dividends
2007-05-28,2991.000000
2007-11-27,2714.399902
2008-05-27,2998.000000
2008-11-25,3068.399902
2009-05-26,3473.000000
2009-11-26,2322.199951
2010-05-27,2862.000000
2010-11-26,2483.000000
2011-05-27,2538.800049
2011-11-28,2537.600098
2012-05-29,2464.800049
2012-11-28,2445.600098
2013-05-29,2361.199951
2013-11-27,2597.000000
2014-05-28,2492.399902
2014-11-26,2537.000000
2015-05-27,2567.000000
2015-11-26,2620.000000
2016-05-27,2775.000000
2016-11-28,2626.000000
2017-05-29,2717.000000
2017-11-28,2877.000000
2018-05-29,2952.000000
2018-11-28,3117.000000
2019-05-29,3211.000000
2019-11-28,3176.000000
2020-05-28,3039.000000
2020-11-27,3009.000000
2021-05-28,3008.000000
2021-11-29,2909.000000
2022-05-30,2961.000000
2022-11-29,3019.000000
2023-05-30,3043.000000
2023-11-29,3056.000000
2024-05-30,3030.000000
