Date,Dividends
2006-03-28,1926.500000
2006-09-26,2307.500000
2007-03-27,1874.599976
2007-09-25,1926.400024
2008-03-26,1760.800049
2008-09-25,2037.699951
2009-03-26,2296.199951
2009-09-25,2267.199951
2010-03-29,2000.599976
2010-09-28,1764.000000
2011-03-29,2048.600098
2011-09-28,1881.900024
2012-03-28,1950.400024
2012-09-26,1963.900024
2013-03-27,1977.400024
2013-09-26,1783.000000
2014-03-27,1723.300049
2014-09-26,1778.500000
2015-03-27,1960.500000
2015-09-28,2265.000000
2016-03-29,1760.000000
2016-09-28,1785.000000
2017-03-29,1801.500000
2017-09-27,2482.000000
2018-03-28,1825.000000
2018-09-26,1825.000000
2019-03-27,1833.000000
2019-09-27,1854.500000
2020-03-30,1892.500000
2020-09-29,1916.000000
2021-03-30,1911.000000
2021-09-29,1775.000000
2022-03-30,1597.500000
2022-09-29,1500.000000
2023-02-27,1272.500000
2023-08-30,1700.000000
2024-02-28,1835.000000
