Date,Dividends
2006-09-26,2451.625000
2007-03-27,2395.375000
2007-09-25,2451.500000
2008-03-26,7293.375000
2008-09-25,2747.625000
2009-03-26,2614.750000
2009-09-25,2567.000000
2010-03-29,2609.375000
2010-09-28,1767.750000
2011-03-29,1473.875000
2011-09-28,1395.875000
2012-03-28,1737.750000
2012-09-26,1642.250000
2013-03-27,1810.375000
2013-09-26,1660.125000
2014-03-27,2420.625000
2014-09-26,1513.250000
2015-03-27,2425.750000
2015-09-28,1322.250000
2016-03-29,1412.500000
2016-09-28,1839.250000
2017-03-29,1873.500000
2017-09-27,1966.000000
2018-03-28,8164.000000
2018-09-26,2136.000000
2019-03-27,2192.000000
2019-09-27,2440.000000
2020-03-30,2359.000000
2020-09-29,2443.000000
2021-03-30,2400.000000
2021-09-29,2446.000000
2022-03-30,2411.000000
2022-09-29,2426.000000
2023-03-30,2860.000000
2023-09-28,3038.000000
2024-03-28,2959.000000
